,price,year built,sqft,beds,bathroom,price_sqft,grage,HOA Fees,Address,Time On Web,sqft lot,Condo,Multi-Family,Single Family,Townhome
4410,285000,2000.0,1200.0,2.0,2.0,238.0,0,290.0,"7237 W Addison St Apt 2W, Chicago, IL 60634",54,1200.0,1,0,0,0
4414,420000,1964.0,1500.0,2.0,2.0,280.0,1,954.0,"345 N Canal St Apt 908, Chicago, IL 60606",24,1500.0,1,0,0,0
4415,375000,2019.0,2103.0,3.0,2.5,178.0,0,266.0,"4631 S Ellis Ave Apt 3R, Chicago, IL 60653",102,2103.0,1,0,0,0
4416,399900,2007.0,1200.0,2.0,2.0,333.0,1,270.0,"4150 N Kenmore Ave Apt 202, Chicago, IL 60613",67,1200.0,1,0,0,0
4417,349999,1952.0,2219.0,4.0,2.5,158.0,2,160.0,"1759 N Melvina Ave, Chicago, IL 60639",67,3572.0,0,0,1,0
4421,199900,1973.0,700.0,1.0,1.0,286.0,1,600.0,"5415 N Sheridan Rd Apt 4408, Chicago, IL 60640",68,700.0,1,0,0,0
4425,99900,1923.0,700.0,2.0,1.0,143.0,0,269.0,"2821 W Rosemont Ave Unit G, Chicago, IL 60659",67,700.0,1,0,0,0
4428,179000,1954.0,700.0,3.0,1.0,256.0,0,300.0,"11104 S Avenue N, Chicago, IL 60617",67,4090.0,0,0,1,0
4431,599000,2021.0,2100.0,3.0,3.5,285.0,2,237.0,"4551 S Prairie Ave, Chicago, IL 60653",67,4269.0,0,0,1,0
4433,229900,1890.0,756.0,5.0,2.0,304.0,0,200.0,"3616 S Wolcott Ave, Chicago, IL 60609",67,3125.0,0,0,1,0
4436,205000,1949.0,1566.0,3.0,2.0,131.0,1,244.0,"10739 S Green St, Chicago, IL 60643",32,5009.0,0,0,1,0
4439,349990,2008.0,1512.0,3.0,3.0,231.0,2,200.0,"635 W 48th St, Chicago, IL 60609",68,3001.0,0,0,1,0
4442,219900,1960.0,2016.0,3.0,2.0,109.0,2,551.1388379204893,"13223 S Avenue L, Chicago, IL 60633",69,5001.0,0,0,1,0
4444,349900,1940.0,1290.0,2.0,1.5,271.0,0,348.0,"5943 N Central Park Ave, Chicago, IL 60659",69,3751.0,0,0,1,0
4446,236900,1917.0,1874.0,4.0,3.0,126.0,2,551.1388379204893,"7954 S Yale Ave, Chicago, IL 60620",68,4339.0,0,0,1,0
4447,224900,1920.0,750.0,1.0,1.0,300.0,0,333.0,"4053 N Sheridan Rd Apt 3, Chicago, IL 60613",69,750.0,1,0,0,0
4448,364900,1921.0,2150.0,3.0,2.0,170.0,2,171.0,"6035 W Dakin St, Chicago, IL 60634",69,4125.0,0,0,1,0
4449,214900,2002.0,1358.0,4.0,2.0,158.0,0,551.1388379204893,"7255 S Peoria St, Chicago, IL 60621",68,3123.0,0,0,1,0
4450,380000,1999.0,1100.0,1.0,1.0,345.0,1,822.0,"1122 N Dearborn St Apt 8C, Chicago, IL 60610",67,1100.0,1,0,0,0
4453,260900,1923.0,1500.0,4.0,1.0,174.0,2,551.1388379204893,"8251 S Laflin St, Chicago, IL 60620",68,3125.0,0,0,1,0
4454,499988,2014.0,1400.0,2.0,2.0,357.0,0,900.0,"65 E Monroe St Unit 4112, Chicago, IL 60603",67,1400.0,1,0,0,0
4455,329000,1925.0,2300.0,3.0,3.0,143.0,2,334.0,"1024 N Lavergne Ave, Chicago, IL 60651",68,3781.0,0,0,1,0
4457,275000,1977.0,1200.0,1.0,1.5,229.0,0,750.0,"1221 N Dearborn St Apt 604N, Chicago, IL 60610",69,1200.0,1,0,0,0
4458,399500,1921.0,1800.0,3.0,2.0,222.0,2,288.0,"5428 N Mobile Ave, Chicago, IL 60630",66,3720.0,0,0,1,0
4461,330000,1999.0,878.0,1.0,1.5,376.0,1,625.0,"21 W Chestnut St Apt 704, Chicago, IL 60610",54,878.0,1,0,0,0
4462,389000,1973.0,1427.0,2.0,2.0,273.0,0,641.0,"1727 S Indiana Ave Apt 109, Chicago, IL 60616",42,1427.0,1,0,0,0
4464,489000,2007.0,1700.0,3.0,2.0,288.0,0,211.0,"2712 W Chicago Ave Apt 4, Chicago, IL 60622",53,1700.0,1,0,0,0
4467,299900,1890.0,792.0,2.0,1.0,379.0,2,316.0,"3318 S Union Ave, Chicago, IL 60616",55,3000.0,0,0,1,0
4468,385000,1926.0,1000.0,2.0,1.0,385.0,0,310.0,"1921 N Bissell St Apt B, Chicago, IL 60614",64,1000.0,1,0,0,0
4469,162900,1930.0,1288.0,4.0,1.5,126.0,0,551.1388379204893,"1277 W 73rd St, Chicago, IL 60636",59,6098.0,0,0,1,0
4470,344900,1910.0,1600.0,4.0,2.0,216.0,0,150.0,"3766 S Indiana Ave Apt 3, Chicago, IL 60653",24,1600.0,1,0,0,0
4471,305000,1949.0,1632.0,4.0,2.0,187.0,2,228.0,"3616 W 116th St, Chicago, IL 60655",28,4748.0,0,0,1,0
4472,415000,1917.0,1642.0,4.0,4.0,253.0,2,160.0,"4444 W Montana St, Chicago, IL 60639",68,3001.0,0,0,1,0
4473,65000,1970.0,1000.0,3.0,2.0,65.0,0,458.0,"4351 W 76th St Unit C1-501, Chicago, IL 60652",55,1000.0,1,0,0,0
4475,224000,1890.0,1289.0,3.0,2.0,174.0,2,267.0,"722 N Hamlin Ave, Chicago, IL 60624",200,3049.0,0,0,1,0
4477,139000,1945.0,1300.0,2.0,1.0,107.0,0,300.0,"11323 S Avenue J, Chicago, IL 60617",38,2500.0,0,0,1,0
4479,291900,1912.0,1080.0,2.0,2.0,270.0,1,877.0,"8 W Monroe St Apt 1107, Chicago, IL 60603",45,1080.0,1,0,0,0
4480,474000,2003.0,1750.0,2.0,2.0,271.0,1,191.0,"1954 W Foster Ave Unit 4, Chicago, IL 60640",54,1750.0,1,0,0,0
4482,72500,1895.0,1339.0,5.0,3.0,54.0,0,898.0,"1216 E 69th St, Chicago, IL 60637",13,3123.0,0,0,1,0
4483,147500,1970.0,800.0,1.0,1.0,184.0,0,277.0,"5915 W Gunnison St Apt 4G, Chicago, IL 60630",37,800.0,1,0,0,0
4485,419900,1951.0,1378.0,2.0,1.5,305.0,1,400.0,"7243 N Meade Ave, Chicago, IL 60646",27,5040.0,0,0,1,0
4486,500000,1911.0,1791.0,2.0,2.0,279.0,1,931.0,"910 S Michigan Ave Apt 401, Chicago, IL 60605",13,1791.0,1,0,0,0
4487,171000,1950.0,1050.0,3.0,1.5,163.0,2,368.0,"2853 W 83rd Pl, Chicago, IL 60652",97,4678.0,0,0,1,0
4488,176000,1974.0,720.0,1.0,1.0,244.0,0,868.0,"655 W Irving Park Rd Apt 5511, Chicago, IL 60613",103,720.0,1,0,0,0
4489,235000,1975.0,1200.0,2.0,2.0,196.0,0,200.0,"1915 W Granville Ave Apt 202, Chicago, IL 60660",45,1200.0,1,0,0,0
4490,475000,2003.0,1300.0,2.0,2.0,365.0,1,885.0,"737 W Washington Blvd Apt 3004, Chicago, IL 60661",173,1300.0,1,0,0,0
4491,150000,1906.0,900.0,2.0,2.0,167.0,0,401.0,"6106 S Dorchester Ave Apt 1W, Chicago, IL 60637",90,900.0,1,0,0,0
4492,272400,1949.0,1300.0,3.0,2.0,210.0,2,551.1388379204893,"10814 S Rhodes Ave, Chicago, IL 60628",34,4408.0,0,0,1,0
4493,299999,1910.0,1805.0,4.0,3.0,166.0,2,288.0,"5019 W Henderson St, Chicago, IL 60641",58,4125.0,0,0,1,0
4497,155000,1945.0,946.0,3.0,2.0,164.0,0,300.0,"9609 S Euclid Ave, Chicago, IL 60617",88,3511.0,0,0,0,1
4498,425000,2003.0,1565.0,2.0,2.0,272.0,2,1130.0,"1515 S Prairie Ave Unit 1011, Chicago, IL 60605",91,1565.0,1,0,0,0
4499,159000,1925.0,2300.0,5.0,2.5,69.0,2,175.0,"43 N Latrobe Ave, Chicago, IL 60644",11,3149.0,0,0,1,0
4500,204900,1916.0,1386.0,3.0,2.0,148.0,2,551.1388379204893,"1235 W 71st Pl, Chicago, IL 60636",69,3123.0,0,0,1,0
4503,109900,1960.0,920.0,3.0,1.0,119.0,0,244.0,"11345 S Racine Ave, Chicago, IL 60643",33,3123.0,0,0,1,0
4506,215500,1918.0,1080.0,3.0,1.0,200.0,2,551.1388379204893,"1318 W 72nd Pl, Chicago, IL 60636",70,3751.0,0,0,1,0
4507,105000,1895.0,1840.0,4.0,1.5,57.0,0,551.1388379204893,"12010 S Stewart Ave, Chicago, IL 60628",32,3075.0,0,0,1,0
4508,280000,1924.0,2000.0,4.0,3.0,140.0,2,551.1388379204893,"9636 S Wallace St, Chicago, IL 60628",69,6251.0,0,0,1,0
4510,199000,1895.0,1150.0,3.0,2.0,173.0,1,300.0,"8803 S Colfax Ave, Chicago, IL 60617",32,3476.0,0,0,1,0
4511,160000,1968.0,700.0,1.0,1.0,229.0,0,460.0,"1308 E 56th St Apt 3, Chicago, IL 60637",70,700.0,1,0,0,0
4516,395000,2003.0,2672.0,4.0,3.0,148.0,2,1141.0,"3115 S Michigan Ave Apt 402, Chicago, IL 60616",69,2672.0,1,0,0,0
4517,225000,1967.0,1000.0,2.0,1.0,225.0,1,989.0,"21 W Goethe St Apt 5F, Chicago, IL 60610",70,1000.0,1,0,0,0
4518,415000,1917.0,1642.0,4.0,4.0,253.0,2,160.0,"4444 W Montana St, Chicago, IL 60639",68,3001.0,0,0,1,0
4519,230000,1918.0,3125.0,4.0,2.0,74.0,2,478.0,"7746 S Chappel Ave, Chicago, IL 60649",32,3125.0,0,1,0,0
4520,59000,1888.0,1014.0,2.0,1.0,58.0,0,551.1388379204893,"10443 S Corliss Ave, Chicago, IL 60628",68,1708.0,0,0,1,0
4522,379000,2006.0,1150.0,2.0,2.0,330.0,1,378.0,"873 N Larrabee St Apt 603, Chicago, IL 60610",69,1150.0,1,0,0,0
4523,299900,1983.0,1141.0,3.0,2.0,263.0,2,200.0,"5744 S Central Ave, Chicago, IL 60638",70,3136.0,0,0,1,0
4527,550000,1953.0,1968.0,3.0,2.5,279.0,2,305.0,"5031 N Sayre Ave, Chicago, IL 60656",32,3703.0,0,0,1,0
4528,449900,1961.0,1150.0,2.0,1.5,391.0,2,400.0,"Chicago, IL 60646",32,7126.0,0,0,1,0
4530,230000,1962.0,1000.0,2.0,2.0,230.0,0,219.0,"4731 S Ingleside Ave Apt A3, Chicago, IL 60615",70,1000.0,1,0,0,0
4532,449000,2008.0,1000.0,2.0,2.5,449.0,0,275.0,"4453 S Lake Park Ave Unit 3, Chicago, IL 60653",69,1000.0,1,0,0,0
4536,369000,2022.0,1700.0,3.0,2.0,217.0,1,148.0,"4138 S Michigan Ave Unit 1, Chicago, IL 60653",70,1700.0,1,0,0,0
4537,404900,2022.0,1700.0,3.0,2.0,238.0,1,150.0,"4138 S Michigan Ave Unit 2, Chicago, IL 60653",70,1700.0,1,0,0,0
4542,170000,2003.0,1559.0,3.0,2.5,109.0,2,205.0,"1657 S Saint Louis Ave, Chicago, IL 60623",34,6273.0,0,0,1,0
4543,110000,1979.0,965.0,2.0,1.5,114.0,1,300.0,"7966 S Ridgeland Ave, Chicago, IL 60617",70,3125.0,0,0,1,0
4545,199000,2020.0,1130.0,3.0,1.0,176.0,0,300.0,"2537 W Monroe St Unit A, Chicago, IL 60612",70,1775.0,0,0,0,1
4546,110000,1902.0,1120.0,3.0,1.0,98.0,0,175.0,"5519 W Gladys Ave, Chicago, IL 60644",70,3101.0,0,0,1,0
4549,119900,1927.0,921.0,3.0,1.5,130.0,0,551.1388379204893,"7522 S Carpenter St, Chicago, IL 60620",70,3350.0,0,0,1,0
4550,219000,2020.0,1130.0,3.0,1.0,194.0,0,300.0,"2541 W Monroe St Unit A, Chicago, IL 60612",70,1775.0,0,0,0,1
4551,144900,1905.0,3125.0,6.0,2.0,46.0,0,205.0,"1235 S Millard Ave, Chicago, IL 60623",33,3125.0,0,1,0,0
4554,200000,1925.0,1701.0,3.0,2.0,118.0,2,551.1388379204893,"8155 S Carpenter St, Chicago, IL 60620",69,4373.0,0,0,1,0
4555,160000,2006.0,1300.0,3.0,2.0,123.0,0,200.0,"3933 S Wells St Apt 2, Chicago, IL 60609",32,1300.0,1,0,0,0
4557,120000,1973.0,1000.0,2.0,1.0,120.0,0,125.0,"5733 S Kenton Ave Apt 2S, Chicago, IL 60629",32,1000.0,1,0,0,0
4558,229000,1924.0,1122.0,3.0,1.0,204.0,2,160.0,"2433 N Mason Ave, Chicago, IL 60639",33,3720.0,0,0,1,0
4559,429000,2008.0,1395.0,2.0,2.0,308.0,1,1074.0,"8 E Randolph St Unit 1008, Chicago, IL 60601",70,1395.0,1,0,0,0
4561,475000,1905.0,3049.0,6.0,4.0,156.0,2,551.1388379204893,"4533 S Richmond St, Chicago, IL 60632",70,3049.0,0,1,0,0
4562,358000,2004.0,1100.0,3.0,2.0,325.0,0,155.0,"1333 N Bosworth Ave Apt 1, Chicago, IL 60642",71,1100.0,1,0,0,0
4563,339500,2022.0,950.0,3.0,2.0,357.0,1,307.0,"Chicago, IL 60618",72,3123.0,0,0,1,0
4567,289000,1954.0,1154.0,4.0,2.0,250.0,2,125.0,"7235 S Washtenaw Ave, Chicago, IL 60629",69,3781.0,0,0,1,0
4570,349000,2003.0,1430.0,3.0,2.0,244.0,1,250.0,"2229 W Washington Blvd Apt 3, Chicago, IL 60612",33,1430.0,1,0,0,0
4573,535000,1892.0,1553.0,2.0,2.0,344.0,2,300.0,"2134 W Superior St, Chicago, IL 60612",70,3049.0,0,0,1,0
4575,210000,1948.0,700.0,2.0,2.0,300.0,0,249.0,"4604 N Monticello Ave Apt 2E, Chicago, IL 60625",70,700.0,1,0,0,0
4577,425000,1990.0,1200.0,2.0,2.0,354.0,1,977.0,"401 E Ontario St Apt 2302, Chicago, IL 60611",33,1200.0,1,0,0,0
4589,389900,2004.0,1250.0,2.0,2.0,312.0,2,344.0,"3946 N Ravenswood Ave Apt 602, Chicago, IL 60613",73,1250.0,1,0,0,0
4596,565000,2004.0,1295.0,2.0,2.5,436.0,1,853.0,"201 N Westshore Dr Apt 2508, Chicago, IL 60601",83,1295.0,1,0,0,0
4597,419000,1938.0,1884.0,2.0,1.5,222.0,3,250.0,"6503 N Oshkosh Ave, Chicago, IL 60631",40,7500.0,0,0,1,0
4598,225000,1963.0,525.0,1.0,1.0,429.0,0,448.0,"400 E Randolph St Apt 3622, Chicago, IL 60601",18,525.0,1,0,0,0
4601,274900,1914.0,1000.0,2.0,2.0,275.0,0,391.0,"1138 W Pratt Blvd Apt 2S, Chicago, IL 60626",81,1000.0,1,0,0,0
4604,273499,1917.0,1000.0,2.0,1.0,273.0,0,367.0,"1524 W Belle Plaine Ave Apt 3, Chicago, IL 60613",27,1000.0,1,0,0,0
4610,470000,2003.0,1300.0,2.0,2.0,362.0,1,1119.0,"33 W Ontario St Apt 34EN, Chicago, IL 60654",61,1300.0,1,0,0,0
4611,540000,2017.0,1650.0,3.0,2.0,327.0,1,188.0,"4627 N Beacon St Apt 2S, Chicago, IL 60640",150,1650.0,1,0,0,0
4612,485000,2007.0,1212.0,2.0,2.0,400.0,1,558.0,"225 S Sangamon St Unit 706, Chicago, IL 60607",100,1212.0,1,0,0,0
4613,187500,1974.0,921.0,2.0,1.0,204.0,0,250.0,"8435 W Bryn Mawr Ave Apt 1NW, Chicago, IL 60631",28,921.0,1,0,0,0
4614,387000,1964.0,1315.0,3.0,2.0,294.0,2,200.0,"5626 S Nagle Ave, Chicago, IL 60638",86,5493.0,0,0,1,0
4619,179900,1967.0,1000.0,2.0,1.0,180.0,1,244.0,"6355 W Raven St Unit 2B, Chicago, IL 60646",27,1000.0,1,0,0,0
4620,215000,2001.0,673.0,1.0,1.0,319.0,0,327.0,"512 N McClurg Ct Apt 3908, Chicago, IL 60611",145,673.0,1,0,0,0
4623,92500,1916.0,1108.0,3.0,1.0,83.0,0,160.0,"5015 W Wabansia Ave, Chicago, IL 60639",71,3276.0,0,0,1,0
4624,264900,1929.0,1396.0,4.0,1.5,190.0,2,125.0,"5525 S Albany Ave, Chicago, IL 60629",44,3123.0,0,0,1,0
4625,264900,1929.0,1396.0,4.0,1.5,190.0,2,125.0,"5525 S Albany Ave, Chicago, IL 60629",44,3123.0,0,0,1,0
4627,92500,1916.0,1108.0,3.0,1.0,83.0,0,160.0,"5015 W Wabansia Ave, Chicago, IL 60639",71,3276.0,0,0,1,0
4631,208000,1927.0,846.0,1.0,1.0,246.0,1,539.0,"1550 S Blue Island Ave Unit 918, Chicago, IL 60608",32,846.0,1,0,0,0
4634,180000,1909.0,1100.0,2.0,1.0,164.0,0,220.0,"1243 W Rosemont Ave Apt Ge, Chicago, IL 60660",66,1100.0,1,0,0,0
4637,450000,2006.0,1261.0,2.0,2.0,357.0,1,653.0,"1305 S Michigan Ave Apt 1913, Chicago, IL 60605",18,1261.0,1,0,0,0
4640,120000,1906.0,1075.0,3.0,1.5,112.0,2,334.0,"1010 N Lavergne Ave, Chicago, IL 60651",27,3781.0,0,0,1,0
4641,225000,1972.0,760.0,1.0,1.0,296.0,1,748.0,"444 W Fullerton Pkwy Apt 407, Chicago, IL 60614",131,760.0,1,0,0,0
4643,420000,1978.0,2976.0,5.0,2.0,141.0,2,221.0,"1739 N Natchez Ave, Chicago, IL 60707",95,5188.0,0,0,1,0
4648,249900,1955.0,1032.0,5.0,2.0,242.0,2,200.0,"5836 S Sayre Ave, Chicago, IL 60638",40,5558.0,0,0,1,0
4650,377000,2005.0,900.0,1.0,1.5,419.0,0,434.0,"130 N Garland Ct Apt 1510, Chicago, IL 60602",26,900.0,1,0,0,0
4651,349900,1901.0,1527.0,2.0,2.0,229.0,0,735.0,"161 W Harrison St Unit 502, Chicago, IL 60605",28,1527.0,1,0,0,0
4661,505000,1952.0,1344.0,3.0,2.0,376.0,2,350.0,"7252 N California Ave, Chicago, IL 60645",115,3720.0,0,0,1,0
4662,239900,1924.0,1800.0,3.0,2.5,133.0,0,478.0,"7357 S Coles Ave, Chicago, IL 60649",54,4360.0,0,0,1,0
4665,299900,1923.0,2668.0,4.0,3.0,112.0,2,551.1388379204893,"8747 S Parnell Ave, Chicago, IL 60620",11,4391.0,0,0,1,0
4666,205000,1966.0,1300.0,3.0,2.0,158.0,2,551.1388379204893,"9235 S Halsted St, Chicago, IL 60620",74,2701.0,0,0,1,0
4668,350000,1905.0,2200.0,6.0,2.0,159.0,1,267.0,"Chicago, IL 60624",74,3485.0,0,1,0,0
4670,420000,2004.0,1165.0,2.0,2.0,361.0,1,663.0,"210 S Desplaines St Apt 2101, Chicago, IL 60661",74,1165.0,1,0,0,0
4671,129000,1922.0,1750.0,3.0,3.0,74.0,1,551.1388379204893,"9149 S Racine Ave, Chicago, IL 60620",73,3690.0,0,0,1,0
4672,245000,1984.0,873.0,1.0,1.0,281.0,0,675.0,"211 E Ohio St Apt 1209, Chicago, IL 60611",74,873.0,1,0,0,0
4675,518000,1955.0,1250.0,3.0,2.5,414.0,1,350.0,"3000 W Jerome St, Chicago, IL 60645",74,4375.0,0,0,1,0
4676,545000,1927.0,3246.0,4.0,2.0,168.0,2,288.0,"5336 W Cullom Ave, Chicago, IL 60641",74,3750.0,0,0,1,0
4677,179900,1925.0,3000.0,5.0,3.0,60.0,2,300.0,"2424 E 93rd St, Chicago, IL 60617",73,4375.0,0,1,0,0
4678,60000,1949.0,1100.0,2.0,1.0,55.0,0,478.0,"2059 E 72nd St Unit 2, Chicago, IL 60649",34,1100.0,1,0,0,0
4681,150000,1968.0,900.0,1.0,1.0,167.0,0,382.0,"5854 N Kenmore Ave Apt 4B, Chicago, IL 60660",73,900.0,1,0,0,0
4682,279991,1927.0,1650.0,4.0,3.0,170.0,2,551.1388379204893,"8126 S Harvard Ave, Chicago, IL 60620",75,3559.0,0,0,1,0
4683,189900,1928.0,900.0,2.0,2.0,211.0,0,290.0,"6831 N Northwest Hwy Unit 1, Chicago, IL 60631",75,900.0,1,0,0,0
4684,299900,2009.0,780.0,1.0,1.0,384.0,1,504.0,"1040 W Adams St Unit 220, Chicago, IL 60607",75,780.0,1,0,0,0
4686,200000,1962.0,1200.0,3.0,2.0,167.0,2,551.1388379204893,"12907 S Exchange Ave, Chicago, IL 60633",73,3751.0,0,0,1,0
4687,194000,1927.0,3000.0,3.0,2.5,65.0,0,710.0,"6922 S Jeffery Blvd Apt 7N, Chicago, IL 60649",75,3000.0,1,0,0,0
4689,65000,1917.0,1870.0,3.0,1.0,35.0,2,551.1388379204893,"418 W 116th St, Chicago, IL 60628",34,3125.0,0,0,1,0
4691,219900,1927.0,2788.0,5.0,2.0,79.0,2,551.1388379204893,"8830 S Carpenter St, Chicago, IL 60620",73,4687.0,0,0,1,0
4692,195000,1954.0,1652.0,3.0,1.5,118.0,2,300.0,"9014 S Ridgeland Ave, Chicago, IL 60617",72,3511.0,0,0,1,0
4693,349000,2003.0,1600.0,2.0,2.0,218.0,1,364.0,"8711 W Bryn Mawr Ave Apt 308, Chicago, IL 60631",73,1600.0,1,0,0,0
4696,474900,1914.0,2600.0,6.0,4.0,183.0,2,160.0,"2105 N Latrobe Ave, Chicago, IL 60639",73,0.25,0,1,0,0
4698,374900,1907.0,1200.0,1.0,1.0,312.0,0,346.0,"110 N Peoria St Unit 208, Chicago, IL 60607",74,1200.0,1,0,0,0
4704,595000,2001.0,1500.0,3.0,2.0,397.0,1,610.0,"933 W Van Buren St Apt 301, Chicago, IL 60607",74,1500.0,1,0,0,0
4705,190000,1890.0,3125.0,4.0,2.0,61.0,0,205.0,"1912 S Spaulding Ave, Chicago, IL 60623",74,3125.0,0,1,0,0
4712,127933,1962.0,1069.0,3.0,2.0,120.0,2,551.1388379204893,"10437 S Indiana Ave, Chicago, IL 60628",73,3125.0,0,0,1,0
4713,269900,1915.0,1320.0,4.0,2.5,204.0,2,551.1388379204893,"4952 S Tripp Ave, Chicago, IL 60632",73,3750.0,0,0,1,0
4714,195000,1918.0,1212.0,3.0,1.0,161.0,1,334.0,"1245 N Monitor Ave, Chicago, IL 60651",34,3968.0,0,0,1,0
4716,299900,1922.0,1463.0,4.0,3.0,205.0,0,267.0,"219 N Kolmar Ave, Chicago, IL 60624",35,5310.0,0,0,1,0
4718,189900,1964.0,960.0,1.0,1.0,198.0,0,620.0,"1419 N State Pkwy Apt 401, Chicago, IL 60610",73,960.0,1,0,0,0
4723,319900,1927.0,1429.0,2.0,1.0,224.0,3,288.0,"5120 W School St, Chicago, IL 60641",34,3751.0,0,0,1,0
4726,539900,2006.0,3400.0,3.0,2.0,159.0,1,328.0,"4435 S Oakenwald Ave Unit 4, Chicago, IL 60653",73,3400.0,1,0,0,0
4730,359000,2009.0,1132.0,2.0,2.0,317.0,1,670.0,"565 W Quincy St Unit 717, Chicago, IL 60661",73,1132.0,1,0,0,0
4733,299000,2003.0,828.0,1.0,1.0,361.0,2,777.0,"545 N Dearborn St Apt 2602, Chicago, IL 60654",34,828.0,1,0,0,0
4735,295000,2009.0,1200.0,3.0,2.0,246.0,0,189.0,"239 W 18th St Apt 2D, Chicago, IL 60616",73,1200.0,1,0,0,0
4737,209900,1969.0,750.0,1.0,1.0,280.0,1,679.0,"2626 N Lakeview Ave Apt 4205, Chicago, IL 60614",72,750.0,1,0,0,0
4739,209900,1968.0,840.0,1.0,1.0,250.0,1,710.0,"5455 N Sheridan Rd Apt 3408, Chicago, IL 60640",74,840.0,1,0,0,0
4743,369900,2002.0,1307.0,2.0,2.0,283.0,1,384.0,"4020 N Damen Ave Unit 306, Chicago, IL 60618",73,1307.0,1,0,0,0
4750,268900,1961.0,1100.0,3.0,1.0,244.0,0,334.0,"1019 N Springfield Ave, Chicago, IL 60651",75,3123.0,0,0,1,0
4756,350000,1984.0,1100.0,2.0,2.0,318.0,1,787.0,"211 E Ohio St Apt 2616, Chicago, IL 60611",76,1100.0,1,0,0,0
4758,320000,2009.0,795.0,1.0,1.0,403.0,0,427.0,"565 W Quincy St Unit 1404, Chicago, IL 60661",74,795.0,1,0,0,0
4765,364900,1968.0,1163.0,2.0,2.0,314.0,2,305.0,"4623 N Potawatomie Ave, Chicago, IL 60656",76,5227.0,0,0,1,0
4768,252000,1902.0,1800.0,3.0,2.5,140.0,0,175.0,"5142 W Fulton St, Chicago, IL 60644",75,7366.0,0,0,1,0
4774,399900,1934.0,1645.0,3.0,2.5,243.0,2,244.0,"1719 W 105th Pl, Chicago, IL 60643",36,5249.0,0,0,1,0
4783,129900,1963.0,700.0,1.0,1.0,186.0,0,180.0,"4757 N Keeler Ave Apt 302, Chicago, IL 60630",74,700.0,1,0,0,0
4784,279900,1959.0,1257.0,3.0,1.0,223.0,2,125.0,"3843 W 70th Pl, Chicago, IL 60629",36,3751.0,0,0,1,0
4785,475000,1895.0,3125.0,5.0,3.0,152.0,2,322.0,"2449 W Diversey Ave, Chicago, IL 60647",75,3125.0,0,1,0,0
4787,170000,1923.0,2000.0,3.0,2.0,85.0,0,551.1388379204893,"10150 S Wentworth Ave, Chicago, IL 60628",76,4090.0,0,0,1,0
4794,169999,1942.0,1800.0,4.0,2.0,94.0,0,551.1388379204893,"10141 S Wallace St, Chicago, IL 60628",76,6251.0,0,0,1,0
4795,249900,1900.0,3125.0,5.0,3.0,80.0,2,200.0,"3826 S Honore St, Chicago, IL 60609",75,3125.0,0,1,0,0
4796,119900,1923.0,956.0,2.0,1.0,125.0,0,551.1388379204893,"521 W 111th St, Chicago, IL 60628",75,3907.0,0,0,1,0
4797,229900,1965.0,725.0,1.0,1.0,317.0,0,607.0,"300 N State St Apt 2430, Chicago, IL 60654",75,725.0,1,0,0,0
4798,398000,2007.0,1202.0,2.0,2.0,331.0,1,547.0,"1720 S Michigan Ave Apt 1218, Chicago, IL 60616",75,1202.0,1,0,0,0
4799,399000,2006.0,2000.0,3.0,2.5,200.0,1,371.0,"2018 W Chase Ave Apt 1S, Chicago, IL 60645",75,2000.0,1,0,0,0
4806,524900,1889.0,2500.0,6.0,4.0,210.0,0,120.0,"1823 W Cullerton St, Chicago, IL 60608",75,2500.0,0,1,0,0
4811,399500,2006.0,1200.0,2.0,2.0,333.0,1,653.0,"700 N Larrabee St Apt 1402, Chicago, IL 60654",77,1200.0,1,0,0,0
4815,290000,1959.0,1238.0,3.0,2.0,234.0,2,228.0,"11021 S California Ave, Chicago, IL 60655",77,6700.0,0,0,1,0
4816,63900,1926.0,800.0,2.0,1.0,80.0,0,300.0,"8136 S Drexel Ave Apt 1, Chicago, IL 60619",77,800.0,1,0,0,0
4818,350000,2007.0,2200.0,3.0,2.0,159.0,0,336.0,"4815 S Drexel Blvd Unit 1SE, Chicago, IL 60615",75,2200.0,1,0,0,0
4819,275000,2023.0,1100.0,2.0,2.0,250.0,0,201.0,"1432 N Maplewood Ave Apt 303, Chicago, IL 60622",77,1100.0,1,0,0,0
4823,345000,2006.0,1267.0,2.0,2.0,272.0,1,550.0,"1600 S Indiana Ave Unit 803, Chicago, IL 60616",77,1267.0,1,0,0,0
4827,459000,1925.0,2875.0,4.0,3.0,160.0,2,171.0,"6229 W Warwick Ave, Chicago, IL 60634",76,3968.0,0,0,1,0
4830,120000,1924.0,550.0,1.0,1.0,218.0,1,705.0,"1255 N State Pkwy Apt 3F, Chicago, IL 60610",76,550.0,1,0,0,0
4833,185000,1925.0,2120.0,5.0,3.0,87.0,1,200.0,"5257 S Bishop St, Chicago, IL 60609",35,3100.0,0,0,1,0
4836,150000,1962.0,1500.0,3.0,2.0,100.0,0,300.0,"5418 S Michigan Ave Unit G, Chicago, IL 60615",75,1500.0,1,0,0,0
4838,268900,1961.0,1100.0,3.0,1.0,244.0,0,334.0,"1019 N Springfield Ave, Chicago, IL 60651",76,3123.0,0,0,1,0
