,price,year built,sqft,beds,bathroom,price_sqft,grage,HOA Fees,Address,Time On Web,sqft lot,Condo,Multi-Family,Single Family,Townhome
2,249500,1885.0,1512.0,3.0,2.5,165.0,2,205.0,"1321 S Christiana Ave, Chicago, IL 60623",1,3125.0,0,0,1,0
7,128250,1942.0,1520.0,4.0,2.0,84.0,1,551.1388379204893,"10119 S Saint Lawrence Ave, Chicago, IL 60628",1,3751.0,0,0,1,0
8,79000,1973.0,575.0,1.0,1.0,137.0,0,316.0,"3001 S Michigan Ave Unit 1606, Chicago, IL 60616",1,575.0,1,0,0,0
9,325000,1925.0,3125.0,6.0,3.0,104.0,2,175.0,"5028 W Adams St, Chicago, IL 60644",1,3125.0,0,1,0,0
10,275000,1953.0,1893.0,4.0,2.0,145.0,2,551.1388379204893,"639 E 100th St, Chicago, IL 60628",1,3751.0,0,0,1,0
12,240000,1954.0,1177.0,3.0,2.0,204.0,2,244.0,"12232 S Morgan St, Chicago, IL 60643",1,4500.0,0,0,1,0
13,275000,1914.0,3250.0,4.0,2.0,85.0,2,205.0,"2743 S Avers Ave, Chicago, IL 60623",1,3250.0,0,1,0,0
16,114000,1932.0,800.0,1.0,1.0,143.0,0,320.0,"1216 W Jarvis Ave Apt G, Chicago, IL 60626",1,800.0,1,0,0,0
17,140400,1918.0,1850.0,3.0,2.0,76.0,0,551.1388379204893,"3142 W 53rd Pl, Chicago, IL 60632",1,4356.0,0,0,1,0
20,170000,1968.0,800.0,1.0,1.0,213.0,1,898.0,"1700 E 56th St Apt 3404, Chicago, IL 60637",1,800.0,1,0,0,0
25,220000,1968.0,1433.0,2.0,2.0,154.0,1,1008.0,"6301 N Sheridan Rd Apt 6B, Chicago, IL 60660",2,1433.0,1,0,0,0
26,275000,2009.0,736.0,1.0,1.0,374.0,1,378.0,"235 W Van Buren St Unit 4106, Chicago, IL 60607",2,736.0,1,0,0,0
27,280000,2010.0,1423.0,3.0,2.0,197.0,2,244.0,"10641 S Martin St, Chicago, IL 60643",2,3125.0,0,0,1,0
28,499900,1953.0,2700.0,5.0,2.5,185.0,2,228.0,"2556 W 104th Pl, Chicago, IL 60655",2,5998.0,0,0,1,0
29,259900,1926.0,1415.0,3.0,3.0,184.0,2,551.1388379204893,"5335 S Francisco Ave, Chicago, IL 60632",2,3751.0,0,0,1,0
32,460000,2022.0,3125.0,3.0,3.5,147.0,2,307.0,"2928 N Elston Ave, Chicago, IL 60618",2,3125.0,0,1,0,0
33,108000,1965.0,800.0,1.0,1.0,135.0,0,258.0,"1714 W Touhy Ave Apt A1S, Chicago, IL 60626",2,800.0,1,0,0,0
34,239900,1885.0,2614.0,5.0,3.0,92.0,2,200.0,"4727 S Laflin St, Chicago, IL 60609",2,2614.0,0,1,0,0
36,157700,1954.0,1843.0,4.0,2.0,86.0,2,300.0,"8543 S Essex Ave, Chicago, IL 60617",2,3125.0,0,0,1,0
38,189000,1974.0,1000.0,2.0,1.5,189.0,0,350.0,"7244 N Hamilton Ave Apt 1E, Chicago, IL 60645",2,1000.0,1,0,0,0
39,230000,1971.0,1250.0,3.0,2.0,184.0,0,244.0,"11305 S Aberdeen St, Chicago, IL 60643",2,3123.0,0,0,1,0
42,209000,1962.0,2000.0,3.0,2.0,105.0,0,337.0,"5252 S Drexel Ave Apt 2A, Chicago, IL 60615",123,2000.0,1,0,0,0
48,235000,1949.0,1677.0,4.0,3.0,140.0,2,551.1388379204893,"2151 120th St, Blue Island, IL 60406",127,2500.0,0,0,1,0
54,259000,1949.0,900.0,1.0,1.0,288.0,0,613.0,"130 S Canal St Apt 721, Chicago, IL 60606",79,900.0,1,0,0,0
55,160000,1969.0,475.0,1.0,1.0,337.0,0,292.0,"450 W Briar Pl Apt 4L, Chicago, IL 60657",14,475.0,1,0,0,0
63,80000,1890.0,2054.0,5.0,2.0,39.0,0,551.1388379204893,"7436 S Normal Ave, Chicago, IL 60621",93,6682.0,0,0,1,0
64,385000,1906.0,1050.0,2.0,1.5,367.0,1,447.0,"2300 W Wabansia Ave Apt 117, Chicago, IL 60647",90,1050.0,1,0,0,0
70,499000,2003.0,2150.0,3.0,2.5,232.0,2,471.0,"2750 N Wolcott Ave Apt 1S, Chicago, IL 60614",67,2150.0,1,0,0,0
71,399000,1887.0,3125.0,6.0,2.0,128.0,0,237.0,"4563 S Wabash Ave, Chicago, IL 60653",100,3125.0,0,1,0,0
74,243900,1927.0,1920.0,5.0,3.0,127.0,0,228.0,"11206 S Christiana Ave, Chicago, IL 60655",103,3780.0,0,0,1,0
75,290000,1913.0,1120.0,2.0,2.0,259.0,1,973.0,"212 W Washington St Apt 1607, Chicago, IL 60606",184,1120.0,1,0,0,0
79,389000,1944.0,1545.0,3.0,2.0,252.0,0,250.0,"6445 N Ogallah Ave, Chicago, IL 60631",13,4125.0,0,0,1,0
81,415000,1918.0,2564.0,4.0,2.0,162.0,2,320.0,"4833 N Troy St, Chicago, IL 60625",51,3485.0,0,1,0,0
87,269900,1969.0,2020.0,3.0,2.0,134.0,2,551.1388379204893,"2647 E 127th St, Chicago, IL 60633",11,3576.0,0,0,1,0
88,299900,1923.0,2668.0,4.0,3.0,112.0,2,551.1388379204893,"8747 S Parnell Ave, Chicago, IL 60620",11,4391.0,0,0,1,0
89,59999,1906.0,1402.0,3.0,1.0,43.0,2,551.1388379204893,"7542 S Harvard Ave, Chicago, IL 60620",11,4038.0,0,0,1,0
90,215000,2003.0,2500.0,2.0,3.0,86.0,0,478.0,"6814 S East End Ave Apt 1, Chicago, IL 60649",11,2500.0,1,0,0,0
91,235000,1925.0,2460.0,4.0,2.0,96.0,0,551.1388379204893,"7302 S Marshfield Ave, Chicago, IL 60636",11,3123.0,0,0,1,0
93,204900,1947.0,1008.0,2.0,2.0,203.0,2,551.1388379204893,"Chicago, IL 60628",11,5489.0,0,0,1,0
94,224999,1915.0,3049.0,5.0,3.0,74.0,2,551.1388379204893,"11849 S Wentworth Ave, Chicago, IL 60628",11,3049.0,0,1,0,0
95,200000,1920.0,1065.0,2.0,1.0,188.0,2,160.0,"1620 N Mango Ave, Chicago, IL 60639",11,3720.0,0,0,1,0
96,69000,1930.0,800.0,2.0,1.0,86.0,0,267.0,"3408 W Congress Pkwy Unit 3, Chicago, IL 60624",11,800.0,1,0,0,0
99,289000,1961.0,1033.0,3.0,1.5,280.0,2,368.0,"7763 S Kilbourn Ave, Chicago, IL 60652",11,5101.0,0,0,1,0
102,240000,1888.0,3125.0,5.0,2.0,77.0,0,551.1388379204893,"718 W 58th St, Chicago, IL 60621",11,3125.0,0,1,0,0
103,315000,1926.0,1173.0,3.0,2.0,269.0,2,288.0,"3543 N Kostner Ave, Chicago, IL 60641",11,3149.0,0,0,1,0
104,259000,2023.0,1133.0,2.0,2.0,229.0,0,205.0,"2056 W Augusta Blvd Apt G, Chicago, IL 60622",11,1133.0,1,0,0,0
107,390000,1923.0,3123.0,4.0,3.0,125.0,2,160.0,"5442 W Schubert St, Chicago, IL 60639",11,3123.0,0,0,1,0
109,564900,1932.0,2798.0,5.0,3.0,202.0,2,288.0,"5505 N Parkside Ave, Chicago, IL 60630",11,3720.0,0,0,1,0
110,349000,1951.0,1200.0,4.0,3.0,291.0,2,200.0,"5548 S Melvina Ave, Chicago, IL 60638",11,3751.0,0,0,1,0
115,444000,1911.0,1450.0,2.0,2.0,306.0,0,430.0,"2614 N Clybourn Ave Apt 414, Chicago, IL 60614",11,1450.0,1,0,0,0
116,599000,1999.0,1575.0,2.0,2.0,380.0,1,874.0,"360 W Illinois St Apt 5D, Chicago, IL 60654",11,1575.0,1,0,0,0
117,475000,2007.0,1020.0,1.0,1.5,466.0,1,825.0,"240 E Illinois St Apt 2509, Chicago, IL 60611",11,1020.0,1,0,0,0
125,70000,1954.0,756.0,2.0,1.0,93.0,0,300.0,"8531 S Colfax Ave, Chicago, IL 60617",86,4125.0,0,0,1,0
126,225000,1885.0,1800.0,3.0,2.0,125.0,2,200.0,"744 W 48th St, Chicago, IL 60609",88,3125.0,0,0,1,0
128,333000,2007.0,2802.0,4.0,3.5,119.0,2,551.1388379204893,"8505 S Eggleston Ave, Chicago, IL 60620",42,3520.0,0,0,1,0
129,149800,1905.0,3049.0,6.0,3.0,49.0,2,551.1388379204893,"6630 S Bishop St, Chicago, IL 60636",86,3049.0,0,1,0,0
130,125000,1929.0,1114.0,2.0,1.5,112.0,2,551.1388379204893,"150 W 81st St, Chicago, IL 60620",87,3049.0,0,0,1,0
131,82500,1973.0,575.0,1.0,1.0,143.0,0,316.0,"3001 S Michigan Ave Unit 706, Chicago, IL 60616",88,575.0,1,0,0,0
132,230000,1910.0,2120.0,5.0,2.0,108.0,2,205.0,"3736 W Cermak Rd, Chicago, IL 60623",88,3485.0,0,1,0,0
133,470000,1997.0,1640.0,3.0,2.5,287.0,1,200.0,"3657 S Normal Ave Apt E, Chicago, IL 60609",87,1100.0,0,0,0,1
134,147900,1970.0,700.0,1.0,1.0,211.0,1,227.0,"5953 N Kenmore Ave Apt 101, Chicago, IL 60660",89,700.0,1,0,0,0
135,295000,1922.0,1275.0,4.0,3.0,231.0,2,478.0,"7536 S Clyde Ave, Chicago, IL 60649",88,3781.0,0,0,1,0
139,239900,1991.0,700.0,1.0,1.0,343.0,1,560.0,"474 N Lake Shore Dr Apt 3106, Chicago, IL 60611",89,700.0,1,0,0,0
140,109900,1954.0,600.0,1.0,1.0,183.0,0,244.0,"10535 S Hale Ave Unit 1W, Chicago, IL 60643",88,600.0,1,0,0,0
141,399000,1929.0,1747.0,3.0,3.0,228.0,2,160.0,"1814 N Mulligan Ave, Chicago, IL 60639",89,5907.0,0,0,1,0
143,339000,1955.0,979.0,2.0,1.0,346.0,2,250.0,"6621 W Schreiber Ave, Chicago, IL 60631",89,5001.0,0,0,1,0
144,329000,1941.0,1404.0,3.0,1.5,234.0,2,160.0,"1817 N Mulligan Ave, Chicago, IL 60639",88,3774.0,0,0,1,0
148,407500,1924.0,1779.0,4.0,3.0,229.0,2,171.0,"7307 W Addison St, Chicago, IL 60634",41,3541.0,0,0,1,0
150,599900,1985.0,3000.0,3.0,3.0,200.0,2,288.0,"4535 N Kedvale Ave, Chicago, IL 60630",41,3123.0,0,0,1,0
153,439000,1962.0,2038.0,3.0,3.0,215.0,0,487.0,"1354 E 48th St Apt 1E, Chicago, IL 60615",89,2038.0,1,0,0,0
154,329000,1991.0,820.0,1.0,1.0,401.0,1,651.0,"440 N McClurg Ct Apt 810, Chicago, IL 60611",42,820.0,1,0,0,0
155,399000,2022.0,1800.0,3.0,2.0,222.0,1,150.0,"4816 S St Lawrence Ave Unit 201, Chicago, IL 60615",89,1800.0,1,0,0,0
156,397250,2007.0,1377.0,2.0,2.0,288.0,1,373.0,"3028 W Roscoe St Apt 306, Chicago, IL 60618",89,1377.0,1,0,0,0
158,499000,2022.0,1950.0,3.0,2.0,256.0,1,150.0,"4816 S St Lawrence Ave Unit 301, Chicago, IL 60615",89,1950.0,1,0,0,0
168,525000,1928.0,2400.0,4.0,2.0,219.0,2,171.0,"3118 N Sayre Ave, Chicago, IL 60634",81,4556.0,0,0,1,0
171,269900,1957.0,950.0,3.0,3.0,284.0,2,125.0,"5738 S Kolmar Ave, Chicago, IL 60629",108,3781.0,0,0,1,0
177,225000,1978.0,1600.0,4.0,1.5,141.0,0,200.0,"5141 S Carpenter St, Chicago, IL 60609",94,3130.0,0,0,1,0
181,300000,1905.0,1800.0,5.0,3.0,167.0,2,200.0,"5230 S Wolcott Ave, Chicago, IL 60609",40,3125.0,0,1,0,0
183,499900,2004.0,1150.0,2.0,2.0,435.0,2,250.0,"1800 W Erie St Apt 13, Chicago, IL 60622",27,1150.0,1,0,0,0
184,525000,1938.0,1900.0,3.0,2.5,276.0,2,171.0,"3234 N Newcastle Ave, Chicago, IL 60634",74,4340.0,0,0,1,0
188,239900,1914.0,900.0,2.0,1.0,267.0,0,316.0,"1061 W Berwyn Ave Apt 1, Chicago, IL 60640",40,900.0,1,0,0,0
193,149800,1958.0,1056.0,2.0,1.0,142.0,0,348.0,"6040 N Troy St Apt 212, Chicago, IL 60659",99,1056.0,1,0,0,0
194,335000,1964.0,1800.0,1.0,2.0,186.0,2,160.0,"2172 N Mango Ave, Chicago, IL 60639",153,3125.0,0,0,1,0
195,329000,1947.0,1760.0,4.0,1.5,187.0,2,288.0,"4840 N Mobile Ave, Chicago, IL 60630",147,5393.0,0,0,1,0
199,387000,1964.0,1315.0,3.0,2.0,294.0,2,200.0,"5626 S Nagle Ave, Chicago, IL 60638",86,5493.0,0,0,1,0
200,225000,1965.0,800.0,1.0,1.0,281.0,1,727.0,"1455 N Sandburg Ter Unit 2204B, Chicago, IL 60610",146,800.0,1,0,0,0
203,94900,1918.0,836.0,2.0,2.0,114.0,0,551.1388379204893,"8943 S Morgan St, Chicago, IL 60620",51,4373.0,0,0,1,0
206,179900,1979.0,1100.0,2.0,1.5,164.0,0,305.0,"5155 N East River Rd Unit 315E, Chicago, IL 60656",72,1100.0,1,0,0,0
209,299999,1929.0,2263.0,3.0,3.0,133.0,2,551.1388379204893,"8820 S Wood St, Chicago, IL 60620",91,3123.0,0,0,1,0
210,80000,1890.0,1012.0,3.0,2.0,79.0,0,200.0,"5225 S Emerald Ave, Chicago, IL 60609",91,3100.0,0,0,1,0
211,168500,1963.0,3101.0,3.0,1.5,54.0,2,551.1388379204893,"9632 S Wentworth Ave, Chicago, IL 60628",92,3101.0,0,0,1,0
212,298900,1954.0,2500.0,4.0,3.0,120.0,0,300.0,"8026 S Brandon Ave, Chicago, IL 60617",94,3101.0,0,0,1,0
213,205000,1925.0,1392.0,4.0,2.0,147.0,2,551.1388379204893,"6930 S Laflin St, Chicago, IL 60636",92,3123.0,0,0,1,0
215,184900,1885.0,1020.0,3.0,1.5,181.0,0,551.1388379204893,"10720 S Champlain Ave, Chicago, IL 60628",45,1792.0,0,0,0,1
217,349999,1943.0,3200.0,4.0,3.0,109.0,2,300.0,"8824 S Constance Ave, Chicago, IL 60617",45,4687.0,0,0,1,0
220,199900,1945.0,720.0,2.0,1.0,278.0,2,228.0,"10504 S Sawyer Ave, Chicago, IL 60655",91,4787.0,0,0,1,0
221,174900,1911.0,1100.0,1.0,1.0,159.0,0,300.0,"4116 N Broadway St Apt G, Chicago, IL 60613",92,1100.0,1,0,0,0
222,199000,1959.0,1093.0,3.0,1.0,182.0,2,200.0,"5137 S Emerald Ave, Chicago, IL 60609",44,3123.0,0,0,1,0
223,175000,1911.0,1800.0,4.0,2.0,97.0,0,150.0,"4101 W Gladys Ave Apt 1E, Chicago, IL 60624",91,1800.0,1,0,0,0
224,289000,1963.0,1280.0,3.0,1.5,226.0,0,1008.0,"6300 N Hermitage Ave Unit E, Chicago, IL 60660",93,779.0,0,0,0,1
225,364000,1912.0,2500.0,5.0,3.0,146.0,0,551.1388379204893,"5525 S Winchester Ave, Chicago, IL 60636",94,3485.0,0,1,0,0
227,255000,1948.0,1016.0,3.0,2.0,251.0,3,551.1388379204893,"12434 S Wentworth Ave, Chicago, IL 60628",94,4530.0,0,0,1,0
228,125000,1908.0,1500.0,6.0,2.0,83.0,0,551.1388379204893,"7234 S May St, Chicago, IL 60621",91,3123.0,0,0,1,0
230,309900,1896.0,1305.0,4.0,2.0,237.0,0,205.0,"2731 S Whipple St, Chicago, IL 60623",45,2614.0,0,1,0,0
233,414900,2000.0,1250.0,2.0,2.0,332.0,0,135.0,"1540 W Chestnut St Apt 2, Chicago, IL 60642",94,1250.0,1,0,0,0
235,460000,1921.0,1400.0,2.0,2.0,329.0,0,434.0,"2654 W Medill Ave Apt 302, Chicago, IL 60647",92,0.92,0,0,0,1
236,295000,2008.0,826.0,1.0,1.0,357.0,1,462.0,"1400 S Michigan Ave Apt 2005, Chicago, IL 60605",94,826.0,1,0,0,0
239,150000,1947.0,700.0,1.0,1.0,214.0,1,692.0,"4950 N Marine Dr Apt 1503, Chicago, IL 60640",44,700.0,1,0,0,0
241,495000,2010.0,2500.0,3.0,2.5,198.0,1,287.0,"4319 N Richmond St Apt 1S, Chicago, IL 60618",93,2500.0,1,0,0,0
244,299500,1941.0,1041.0,4.0,3.0,288.0,1,200.0,"5200 S Monitor Ave, Chicago, IL 60638",44,4500.0,0,0,1,0
248,585000,2004.0,1778.0,3.0,3.0,329.0,1,200.0,"2224 W Armitage Ave Apt 3W, Chicago, IL 60647",45,1778.0,1,0,0,0
251,70000,1890.0,1596.0,4.0,1.0,44.0,2,551.1388379204893,"7011 S Elizabeth St, Chicago, IL 60636",91,3123.0,0,0,1,0
252,205000,1930.0,1069.0,2.0,1.5,192.0,2,300.0,"8619 S Euclid Ave, Chicago, IL 60617",89,3751.0,0,0,1,0
253,50000,1920.0,1191.0,3.0,1.5,42.0,2,478.0,"7749 S Crandon Ave, Chicago, IL 60649",42,4375.0,0,0,1,0
255,282000,1926.0,2611.0,3.0,2.5,108.0,2,125.0,"5632 S Christiana Ave, Chicago, IL 60629",90,3716.0,0,0,1,0
258,99900,1924.0,1200.0,3.0,2.0,83.0,1,478.0,"7229 S Bennett Ave, Chicago, IL 60649",42,4465.0,0,0,1,0
259,145000,1926.0,1006.0,4.0,2.0,144.0,2,551.1388379204893,"8353 S May St, Chicago, IL 60620",90,3751.0,0,0,1,0
261,229000,1957.0,1478.0,2.0,2.0,155.0,2,551.1388379204893,"7023 S Honore St, Chicago, IL 60636",43,3049.0,0,0,1,0
262,243900,1903.0,3049.0,6.0,2.0,80.0,0,551.1388379204893,"7043 S Aberdeen St, Chicago, IL 60621",91,3049.0,0,1,0,0
263,270000,1929.0,1500.0,3.0,2.5,180.0,2,551.1388379204893,"10616 S Normal Ave, Chicago, IL 60628",91,3250.0,0,0,1,0
269,309900,1931.0,1000.0,2.0,1.0,310.0,2,305.0,"7735 W Catalpa Ave, Chicago, IL 60656",43,6199.0,0,0,1,0
271,319900,2004.0,1400.0,3.0,2.0,229.0,0,237.0,"3749 S Michigan Ave Unit 3, Chicago, IL 60653",92,1400.0,1,0,0,0
273,474900,2000.0,1385.0,2.0,2.0,343.0,1,499.0,"1201 W Adams St Apt 411, Chicago, IL 60607",90,1385.0,1,0,0,0
277,312000,1969.0,1050.0,1.0,1.0,297.0,2,607.0,"201 E Chestnut St Apt 20D, Chicago, IL 60611",90,1050.0,1,0,0,0
278,439999,1944.0,1650.0,4.0,2.5,267.0,2,250.0,"6662 W Raven St, Chicago, IL 60631",92,3999.0,0,0,1,0
282,565000,1890.0,1400.0,2.0,2.0,404.0,0,245.0,"228 W Saint Paul Ave Apt 2, Chicago, IL 60614",43,1400.0,1,0,0,0
291,197000,1925.0,1866.0,3.0,2.0,106.0,1,551.1388379204893,"8201 S Carpenter St, Chicago, IL 60620",97,4709.0,0,0,1,0
293,185000,1910.0,2040.0,4.0,1.5,91.0,0,551.1388379204893,"5934 S Winchester Ave, Chicago, IL 60636",45,2975.0,0,0,1,0
294,154900,1895.0,3100.0,3.0,1.0,50.0,2,551.1388379204893,"6114 S Justine St, Chicago, IL 60636",46,3101.0,0,0,1,0
295,291900,1912.0,1080.0,2.0,2.0,270.0,1,877.0,"8 W Monroe St Apt 1107, Chicago, IL 60603",46,1080.0,1,0,0,0
298,269400,1910.0,1836.0,4.0,2.5,147.0,2,551.1388379204893,"7744 S Carpenter St, Chicago, IL 60620",96,3720.0,0,0,1,0
300,285000,2005.0,1650.0,3.0,2.0,173.0,0,175.0,"6208 N Talman Ave Apt G, Chicago, IL 60659",94,1650.0,1,0,0,0
302,574900,2017.0,3000.0,3.0,3.5,192.0,2,171.0,"3816 N Newcastle Ave, Chicago, IL 60634",45,3720.0,0,0,1,0
303,229900,1965.0,1036.0,3.0,1.5,222.0,2,244.0,"11404 S Elizabeth St, Chicago, IL 60643",96,3123.0,0,0,1,0
304,338900,1910.0,1250.0,2.0,2.0,271.0,0,701.0,"740 S Federal St Apt 301, Chicago, IL 60605",96,1250.0,1,0,0,0
306,375000,2002.0,1100.0,2.0,1.0,341.0,1,314.0,"247 W Scott St Apt 410, Chicago, IL 60610",96,1100.0,1,0,0,0
308,269896,1925.0,1250.0,2.0,2.0,216.0,0,320.0,"3000 W Sunnyside Ave Apt 1, Chicago, IL 60625",46,1250.0,1,0,0,0
309,139000,1968.0,517.0,1.0,1.0,269.0,1,569.0,"1 E Scott St Apt 1311, Chicago, IL 60610",45,517.0,1,0,0,0
310,415000,1929.0,1924.0,4.0,3.0,216.0,1,244.0,"9640 S Hamilton Ave, Chicago, IL 60643",96,4961.0,0,0,1,0
312,235000,1975.0,1200.0,2.0,2.0,196.0,0,200.0,"1915 W Granville Ave Apt 202, Chicago, IL 60660",46,1200.0,1,0,0,0
314,225000,1962.0,725.0,1.0,1.0,310.0,0,693.0,"300 N State St Apt 4205, Chicago, IL 60654",45,725.0,1,0,0,0
316,214900,1969.0,734.0,1.0,1.0,293.0,0,462.0,"1340 N Dearborn St Apt 15D, Chicago, IL 60610",95,734.0,1,0,0,0
319,585000,2005.0,1346.0,2.0,2.0,435.0,1,787.0,"233 E 13th St Apt 902, Chicago, IL 60605",96,1346.0,1,0,0,0
320,379000,1956.0,1600.0,3.0,2.0,237.0,2,171.0,"5745 W Montrose Ave, Chicago, IL 60634",96,4000.0,0,0,1,0
323,135000,1974.0,1200.0,1.0,1.0,113.0,1,551.0,"7141 N Kedzie Ave Apt 106, Chicago, IL 60645",45,1200.0,1,0,0,0
328,484000,1970.0,1200.0,2.0,2.0,403.0,1,1197.0,"1560 N Sandburg Ter Unit 2302J, Chicago, IL 60610",45,1200.0,1,0,0,0
330,224900,1973.0,800.0,1.0,1.0,281.0,1,749.0,"5415 N Sheridan Rd Apt 3004, Chicago, IL 60640",46,800.0,1,0,0,0
333,229700,1922.0,1764.0,2.0,2.0,130.0,2,551.1388379204893,"8413 S Morgan St, Chicago, IL 60620",95,3750.0,0,0,1,0
335,249000,1921.0,1875.0,3.0,2.0,133.0,0,662.0,"5018 S Woodlawn Ave Apt 1S, Chicago, IL 60615",97,1875.0,1,0,0,0
337,314900,1956.0,1076.0,3.0,1.0,293.0,2,400.0,"5851 W Bryn Mawr Ave, Chicago, IL 60646",46,3690.0,0,0,1,0
340,154999,1968.0,450.0,1.0,1.0,344.0,0,525.0,"1555 N Dearborn Pkwy Apt 4C, Chicago, IL 60610",98,450.0,1,0,0,0
341,257500,1957.0,1200.0,3.0,2.0,215.0,0,150.0,"6448 N Francisco Ave Apt 1S, Chicago, IL 60645",97,1200.0,1,0,0,0
342,189900,1891.0,900.0,1.0,1.0,211.0,0,471.0,"633 S Plymouth Ct Apt 304, Chicago, IL 60605",46,900.0,1,0,0,0
343,249900,1896.0,1400.0,3.0,2.0,179.0,0,438.0,"4848 S Prairie Ave Unit 3N, Chicago, IL 60615",95,1400.0,1,0,0,0
344,529999,1996.0,1485.0,3.0,3.5,357.0,1,210.0,"1800 W Diversey Pkwy Apt B, Chicago, IL 60614",46,1485.0,0,0,1,0
346,320000,1955.0,1326.0,3.0,1.5,241.0,0,320.0,"5454 N Washtenaw Ave, Chicago, IL 60625",46,1503.0,0,0,0,1
347,399000,1900.0,2178.0,5.0,3.0,183.0,2,205.0,"2346 S Marshall Blvd, Chicago, IL 60623",95,2178.0,0,1,0,0
350,350000,2007.0,926.0,2.0,2.0,378.0,1,522.0,"1464 S Michigan Ave Apt 303, Chicago, IL 60605",96,926.0,1,0,0,0
353,250000,2022.0,900.0,1.0,1.0,278.0,0,128.0,"3058 N Hoyne Ave Unit 1, Chicago, IL 60618",95,900.0,1,0,0,0
354,425000,1924.0,2016.0,5.0,4.0,211.0,2,288.0,"3028 N Kilpatrick Ave, Chicago, IL 60641",46,3485.0,0,1,0,0
355,199500,1900.0,1200.0,3.0,2.0,166.0,0,478.0,"7837 S Oglesby Ave, Chicago, IL 60649",45,4500.0,0,0,1,0
356,420000,1978.0,2976.0,5.0,2.0,141.0,2,221.0,"1739 N Natchez Ave, Chicago, IL 60707",95,5188.0,0,0,1,0
358,599900,2007.0,1600.0,2.0,2.5,375.0,1,832.0,"1160 S Michigan Ave Apt 901, Chicago, IL 60605",94,1600.0,1,0,0,0
359,430000,1985.0,1275.0,2.0,2.0,337.0,0,926.0,"1122 N Clark St Apt 906, Chicago, IL 60610",96,1275.0,1,0,0,0
360,474888,1899.0,1700.0,2.0,2.0,279.0,1,526.0,"1801 S Michigan Ave Apt 702, Chicago, IL 60616",97,1700.0,1,0,0,0
361,485000,2003.0,1600.0,3.0,2.0,303.0,1,270.0,"2107 W Belmont Ave Unit 3B, Chicago, IL 60618",98,1600.0,1,0,0,0
363,550000,1989.0,1481.0,2.0,2.0,371.0,0,1193.0,"100 E Huron St Apt 1703, Chicago, IL 60611",95,1481.0,1,0,0,0
369,549900,1996.0,1581.0,2.0,2.0,348.0,1,445.0,"2012 W Saint Paul Ave Apt 310, Chicago, IL 60647",46,1581.0,1,0,0,0
376,180000,1964.0,1100.0,3.0,2.0,164.0,2,244.0,"11616 S Loomis St, Chicago, IL 60643",96,3750.0,0,0,1,0
379,314711,1959.0,2673.0,3.0,3.0,118.0,2,551.1388379204893,"431 W 96th St, Chicago, IL 60628",45,5144.0,0,0,1,0
380,259900,1922.0,2278.0,4.0,3.0,114.0,2,551.1388379204893,"7749 S Hermitage Ave, Chicago, IL 60620",47,3751.0,0,0,1,0
383,304900,2001.0,1000.0,2.0,1.5,305.0,1,425.0,"1500 W Monroe St Unit 205, Chicago, IL 60607",98,1000.0,1,0,0,0
384,150000,1925.0,1510.0,3.0,1.0,99.0,2,551.1388379204893,"8924 S Bishop St, Chicago, IL 60620",46,4800.0,0,0,1,0
388,199900,1957.0,875.0,1.0,1.0,228.0,0,691.0,"850 N Dewitt Pl Apt 5E, Chicago, IL 60611",96,875.0,1,0,0,0
389,315000,2008.0,2200.0,3.0,3.0,143.0,0,455.0,"4755 S Saint Lawrence Ave Unit A4, Chicago, IL 60615",96,2200.0,1,0,0,0
393,149900,1927.0,900.0,2.0,1.0,167.0,0,214.0,"4917 N Avers Ave Apt 2B, Chicago, IL 60625",46,900.0,1,0,0,0
395,329900,1948.0,2408.0,5.0,2.0,137.0,2,368.0,"3523 W 79th Pl, Chicago, IL 60652",46,4408.0,0,0,1,0
399,389900,2002.0,1350.0,2.0,2.0,289.0,2,656.0,"1444 N Orleans St Apt 5J, Chicago, IL 60610",97,1350.0,1,0,0,0
401,230000,1965.0,950.0,1.0,1.0,242.0,0,791.0,"777 N Michigan Ave Apt 2708, Chicago, IL 60611",97,950.0,1,0,0,0
402,450000,1999.0,1256.0,2.0,2.0,358.0,0,461.0,"158 W Huron St Unit 2C, Chicago, IL 60654",98,1256.0,1,0,0,0
403,340000,1955.0,1200.0,2.0,1.0,283.0,1,517.0,"2300 N Commonwealth Ave Apt 4K, Chicago, IL 60614",97,1200.0,1,0,0,0
412,515000,1998.0,1300.0,2.0,2.0,396.0,1,208.0,"1947 W Evergreen Ave Apt B, Chicago, IL 60622",46,1300.0,1,0,0,0
413,520000,2017.0,1021.0,1.0,1.5,509.0,1,678.0,"540 W Webster Ave Apt 202, Chicago, IL 60614",96,1021.0,1,0,0,0
420,132166,1920.0,802.0,2.0,2.0,165.0,0,551.1388379204893,"7511 S Parnell Ave, Chicago, IL 60620",46,3750.0,0,0,1,0
424,440000,1927.0,1400.0,3.0,2.0,314.0,2,250.0,"6215 N Naper Ave, Chicago, IL 60631",47,4160.0,0,0,1,0
427,239000,1922.0,1445.0,3.0,2.0,165.0,2,267.0,"729 N Saint Louis Ave, Chicago, IL 60624",46,5998.0,0,0,1,0
428,339950,2002.0,1100.0,2.0,1.5,309.0,1,735.0,"645 N Kingsbury St Apt 1906, Chicago, IL 60654",47,1100.0,1,0,0,0
